mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.0314638614654541,0.003970335154213211,0.0038475394248962402,0.0014374427005762519,0.6,2.0,80,2,6,0.01,0.0,0.6,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 80, 'min_child_weight': 2, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",-0.07012804524103804,-0.08066273323694868,-0.10146810611089074,-0.03426439936955772,-0.0716308209896088,0.02434310385864051,33
0.004156708717346191,0.0001793117349244235,0.001389145851135254,3.3087182030130895e-05,0.6,1.0,10,2,4,0.3,0.4,0.9,"{'subsample': 0.6, 'reg_lambda': 1, 'n_estimators': 10, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 0.4, 'colsample_bytree': 0.9}",-0.07388260142008467,-0.08241971921920781,-0.11091717084248864,-0.02159020678202313,-0.07220242456595106,0.032278647247666166,34
0.004205644130706787,7.657271636767206e-05,0.0015336871147155762,3.5491700721387554e-05,0.6,2.0,10,1,8,0.3,0.6,0.9,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 10, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.3, 'gamma': 0.6, 'colsample_bytree': 0.9}",-0.07420840040842695,-0.0826569854418437,-0.11024888356526696,-0.023327562967936217,-0.07261045809586845,0.03142029978912489,35
0.012635111808776855,0.0028746555129550277,0.002040863037109375,0.000867368478312012,1.0,1.5,20,1,2,0.1,0.0,0.8,"{'subsample': 1.0, 'reg_lambda': 1.5, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-0.06362995847066244,-0.08150174808502202,-0.10556238889694218,-0.04128075106938681,-0.07299371163050337,0.023592886449024374,36
0.03680622577667236,0.0023454106109333634,0.0017136335372924805,0.0001699306156898348,0.6,2.0,300,1,4,0.3,0.4,1.0,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 0.4, 'colsample_bytree': 1.0}",-0.07409227069218956,-0.08251502704620366,-0.1065777142842611,-0.029328081766764342,-0.07312827344735466,0.02795694152340216,37
0.08465361595153809,0.02037900517990037,0.001716017723083496,0.00014337012371779177,0.6,2.0,500,2,6,0.1,0.1,0.6,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 500, 'min_child_weight': 2, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.6}",-0.07891895548502607,-0.08422977320353194,-0.1131072839101156,-0.0168401934305827,-0.07327405150731407,0.03508332766387342,38
0.08402043581008911,0.0052211545912352,0.0031636953353881836,0.0011240214833185458,0.9,1.0,300,1,6,0.3,0.0,0.6,"{'subsample': 0.9, 'reg_lambda': 1, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 0.6}",-0.06525206740697227,-0.07495703887939457,-0.11217065652211511,-0.04102953735987347,-0.07335232504208886,0.025592062942920782,39
0.06100493669509888,0.0012059000128487108,0.001778721809387207,0.0002695052602900623,0.6,1.5,500,1,3,0.3,0.6,0.6,"{'subsample': 0.6, 'reg_lambda': 1.5, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.3, 'gamma': 0.6, 'colsample_bytree': 0.6}",-0.08047743813196821,-0.08501500479380293,-0.11428596576054895,-0.01500639279683432,-0.0736962003707886,0.03628402915403575,40
0.07167243957519531,0.012214692388570512,0.0026769042015075684,0.0016148843158353579,0.6,1.0,500,2,3,0.3,0.6,0.9,"{'subsample': 0.6, 'reg_lambda': 1, 'n_estimators': 500, 'min_child_weight': 2, 'max_depth': 3, 'learning_rate': 0.3, 'gamma': 0.6, 'colsample_bytree': 0.9}",-0.08057367976506553,-0.08507162920633955,-0.11408444245656335,-0.015208233992258716,-0.07373449635505679,0.03615503612070154,41
0.01525866985321045,0.0005953830245564076,0.0015814900398254395,7.852343592081668e-05,1.0,2.0,80,2,3,0.01,0.0,0.8,"{'subsample': 1.0, 'reg_lambda': 2, 'n_estimators': 80, 'min_child_weight': 2, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.8}",-0.06627413972218832,-0.08298757266998295,-0.10249451796213789,-0.04356796010335288,-0.07383104761441552,0.02167024345768775,42
